"$100 Value","MSA","County","State"
"$ 113.13","Texarkana, TX-AR (Metropolitan Statistical Area)","Little River","AR"
"$ 113.13","Texarkana, TX-AR (Metropolitan Statistical Area)","Miller","AR"
"$ 113.13","Texarkana, TX-AR (Metropolitan Statistical Area)","Bowie","TX"
"$ 113.16","NonMetropolitan Area","Accomack","VA"
"$ 113.16","NonMetropolitan Area","Alleghany","VA"
"$ 113.16","NonMetropolitan Area","Bath","VA"
"$ 113.16","NonMetropolitan Area","Bland","VA"
"$ 113.16","NonMetropolitan Area","Brunswick","VA"
"$ 113.16","NonMetropolitan Area","Buchanan","VA"
"$ 113.16","NonMetropolitan Area","Buckingham","VA"
"$ 113.16","NonMetropolitan Area","Caroline","VA"
"$ 113.16","NonMetropolitan Area","Carroll","VA"
"$ 113.16","NonMetropolitan Area","Charlotte","VA"
"$ 113.16","NonMetropolitan Area","Cumberland","VA"
"$ 113.16","NonMetropolitan Area","Dickenson","VA"
"$ 113.16","NonMetropolitan Area","Essex","VA"
"$ 113.16","NonMetropolitan Area","Floyd","VA"
"$ 113.16","NonMetropolitan Area","Grayson","VA"
"$ 113.16","NonMetropolitan Area","Greensville","VA"
"$ 113.16","NonMetropolitan Area","Halifax","VA"
"$ 113.16","NonMetropolitan Area","Henry","VA"
"$ 113.16","NonMetropolitan Area","Highland","VA"
"$ 113.16","NonMetropolitan Area","King","VA"
"$ 113.16","NonMetropolitan Area","Lancaster","VA"
"$ 113.16","NonMetropolitan Area","Lee","VA"
"$ 113.16","NonMetropolitan Area","Louisa","VA"
"$ 113.16","NonMetropolitan Area","Lunenburg","VA"
"$ 113.16","NonMetropolitan Area","Mecklenburg","VA"
"$ 113.16","NonMetropolitan Area","Middlesex","VA"
"$ 113.16","NonMetropolitan Area","Northampton","VA"
"$ 113.16","NonMetropolitan Area","Northumberland","VA"
"$ 113.16","NonMetropolitan Area","Nottoway","VA"
"$ 113.16","NonMetropolitan Area","Orange","VA"
"$ 113.16","NonMetropolitan Area","Page","VA"
"$ 113.16","NonMetropolitan Area","Patrick","VA"
"$ 113.16","NonMetropolitan Area","Pittsylvania","VA"
"$ 113.16","NonMetropolitan Area","Prince","VA"
"$ 113.16","NonMetropolitan Area","Richmond","VA"
"$ 113.16","NonMetropolitan Area","Rockbridge","VA"
"$ 113.16","NonMetropolitan Area","Russell","VA"
"$ 113.16","NonMetropolitan Area","Shenandoah","VA"
"$ 113.16","NonMetropolitan Area","Smyth","VA"
"$ 113.16","NonMetropolitan Area","Surry","VA"
"$ 113.16","NonMetropolitan Area","Tazewell","VA"
"$ 113.16","NonMetropolitan Area","Westmoreland","VA"
"$ 113.16","NonMetropolitan Area","Wise","VA"
"$ 113.16","NonMetropolitan Area","Wythe","VA"
"$ 113.16","NonMetropolitan Area","Bedford","VA"
"$ 113.16","NonMetropolitan Area","Bristol","VA"
"$ 113.16","NonMetropolitan Area","Buena","VA"
"$ 113.16","NonMetropolitan Area","Charlottesville","VA"
"$ 113.16","NonMetropolitan Area","Colonial","VA"
"$ 113.16","NonMetropolitan Area","Covington","VA"
"$ 113.16","NonMetropolitan Area","Danville","VA"
"$ 113.16","NonMetropolitan Area","Emporia","VA"
"$ 113.16","NonMetropolitan Area","Fairfax","VA"
"$ 113.16","NonMetropolitan Area","Falls","VA"
"$ 113.16","NonMetropolitan Area","Franklin","VA"
"$ 113.16","NonMetropolitan Area","Fredericksburg","VA"
"$ 113.16","NonMetropolitan Area","Galax","VA"
"$ 113.16","NonMetropolitan Area","Harrisonburg","VA"
"$ 113.16","NonMetropolitan Area","Hopewell","VA"
"$ 113.16","NonMetropolitan Area","Lexington","VA"
"$ 113.16","NonMetropolitan Area","Lynchburg","VA"
"$ 113.16","NonMetropolitan Area","Manassas","VA"
"$ 113.16","NonMetropolitan Area","Manassas","VA"
"$ 113.16","NonMetropolitan Area","Martinsville","VA"
"$ 113.16","NonMetropolitan Area","Norton","VA"
"$ 113.16","NonMetropolitan Area","Petersburg","VA"
"$ 113.16","NonMetropolitan Area","Poquoson","VA"
"$ 113.16","NonMetropolitan Area","Radford","VA"
"$ 113.16","NonMetropolitan Area","Salem","VA"
"$ 113.16","NonMetropolitan Area","Staunton","VA"
"$ 113.16","NonMetropolitan Area","Waynesboro","VA"
"$ 113.16","NonMetropolitan Area","Williamsburg","VA"
"$ 113.16","NonMetropolitan Area","Winchester","VA"
"$ 113.18","Brownsville-Harlingen, TX (Metropolitan Statistical Area)","Cameron","TX"
"$ 113.19","Danville, IL (Metropolitan Statistical Area)","Vermilion","IL"
"$ 113.27","Mankato, MN (Metropolitan Statistical Area)","Blue Earth","MN"
"$ 113.27","Mankato, MN (Metropolitan Statistical Area)","Nicollet","MN"
"$ 113.27","Valdosta, GA (Metropolitan Statistical Area)","Brooks","GA"
"$ 113.27","Valdosta, GA (Metropolitan Statistical Area)","Echols","GA"
"$ 113.27","Valdosta, GA (Metropolitan Statistical Area)","Lanier","GA"
"$ 113.27","Valdosta, GA (Metropolitan Statistical Area)","Lowndes","GA"
"$ 113.30","NonMetropolitan Area","Adams","IN"
"$ 113.30","NonMetropolitan Area","Blackford","IN"
"$ 113.30","NonMetropolitan Area","Cass","IN"
"$ 113.30","NonMetropolitan Area","Clinton","IN"
"$ 113.30","NonMetropolitan Area","Crawford","IN"
"$ 113.30","NonMetropolitan Area","Daviess","IN"
"$ 113.30","NonMetropolitan Area","Decatur","IN"
"$ 113.30","NonMetropolitan Area","DeKalb","IN"
"$ 113.30","NonMetropolitan Area","Dubois","IN"
"$ 113.30","NonMetropolitan Area","Fayette","IN"
"$ 113.30","NonMetropolitan Area","Fountain","IN"
"$ 113.30","NonMetropolitan Area","Fulton","IN"
"$ 113.30","NonMetropolitan Area","Gibson","IN"
"$ 113.30","NonMetropolitan Area","Grant","IN"
"$ 113.30","NonMetropolitan Area","Greene","IN"
"$ 113.30","NonMetropolitan Area","Henry","IN"
"$ 113.30","NonMetropolitan Area","Huntington","IN"
"$ 113.30","NonMetropolitan Area","Jackson","IN"
"$ 113.30","NonMetropolitan Area","Jay","IN"
"$ 113.30","NonMetropolitan Area","Jefferson","IN"
"$ 113.30","NonMetropolitan Area","Jennings","IN"
"$ 113.30","NonMetropolitan Area","Knox","IN"
"$ 113.30","NonMetropolitan Area","Kosciusko","IN"
"$ 113.30","NonMetropolitan Area","LaGrange","IN"
"$ 113.30","NonMetropolitan Area","Lawrence","IN"
"$ 113.30","NonMetropolitan Area","Marshall","IN"
"$ 113.30","NonMetropolitan Area","Martin","IN"
"$ 113.30","NonMetropolitan Area","Miami","IN"
"$ 113.30","NonMetropolitan Area","Montgomery","IN"
"$ 113.30","NonMetropolitan Area","Noble","IN"
"$ 113.30","NonMetropolitan Area","Orange","IN"
"$ 113.30","NonMetropolitan Area","Perry","IN"
"$ 113.30","NonMetropolitan Area","Pike","IN"
"$ 113.30","NonMetropolitan Area","Pulaski","IN"
"$ 113.30","NonMetropolitan Area","Randolph","IN"
"$ 113.30","NonMetropolitan Area","Ripley","IN"
"$ 113.30","NonMetropolitan Area","Rush","IN"
"$ 113.30","NonMetropolitan Area","Scott","IN"
"$ 113.30","NonMetropolitan Area","Spencer","IN"
"$ 113.30","NonMetropolitan Area","Starke","IN"
"$ 113.30","NonMetropolitan Area","Steuben","IN"
"$ 113.30","NonMetropolitan Area","Switzerland","IN"
"$ 113.30","NonMetropolitan Area","Tipton","IN"
"$ 113.30","NonMetropolitan Area","Wabash","IN"
"$ 113.30","NonMetropolitan Area","Wayne","IN"
"$ 113.30","NonMetropolitan Area","Wells","IN"
"$ 113.30","NonMetropolitan Area","White","IN"
"$ 113.37","Jefferson City, MO (Metropolitan Statistical Area)","Callaway","MO"
"$ 113.37","Jefferson City, MO (Metropolitan Statistical Area)","Cole","MO"
"$ 113.37","Jefferson City, MO (Metropolitan Statistical Area)","Moniteau","MO"
"$ 113.37","Jefferson City, MO (Metropolitan Statistical Area)","Osage","MO"
"$ 113.43","NonMetropolitan Area","Adams","OH"
"$ 113.43","NonMetropolitan Area","Ashland","OH"
"$ 113.43","NonMetropolitan Area","Ashtabula","OH"
"$ 113.43","NonMetropolitan Area","Athens","OH"
"$ 113.43","NonMetropolitan Area","Auglaize","OH"
"$ 113.43","NonMetropolitan Area","Champaign","OH"
"$ 113.43","NonMetropolitan Area","Clinton","OH"
"$ 113.43","NonMetropolitan Area","Columbiana","OH"
"$ 113.43","NonMetropolitan Area","Coshocton","OH"
"$ 113.43","NonMetropolitan Area","Crawford","OH"
"$ 113.43","NonMetropolitan Area","Darke","OH"
"$ 113.43","NonMetropolitan Area","Defiance","OH"
"$ 113.43","NonMetropolitan Area","Erie","OH"
"$ 113.43","NonMetropolitan Area","Fayette","OH"
"$ 113.43","NonMetropolitan Area","Gallia","OH"
"$ 113.43","NonMetropolitan Area","Guernsey","OH"
"$ 113.43","NonMetropolitan Area","Hancock","OH"
"$ 113.43","NonMetropolitan Area","Hardin","OH"
"$ 113.43","NonMetropolitan Area","Harrison","OH"
"$ 113.43","NonMetropolitan Area","Henry","OH"
"$ 113.43","NonMetropolitan Area","Highland","OH"
"$ 113.43","NonMetropolitan Area","Holmes","OH"
"$ 113.43","NonMetropolitan Area","Huron","OH"
"$ 113.43","NonMetropolitan Area","Jackson","OH"
"$ 113.43","NonMetropolitan Area","Knox","OH"
"$ 113.43","NonMetropolitan Area","Logan","OH"
"$ 113.43","NonMetropolitan Area","Marion","OH"
"$ 113.43","NonMetropolitan Area","Meigs","OH"
"$ 113.43","NonMetropolitan Area","Mercer","OH"
"$ 113.43","NonMetropolitan Area","Monroe","OH"
"$ 113.43","NonMetropolitan Area","Morgan","OH"
"$ 113.43","NonMetropolitan Area","Muskingum","OH"
"$ 113.43","NonMetropolitan Area","Noble","OH"
"$ 113.43","NonMetropolitan Area","Paulding","OH"
"$ 113.43","NonMetropolitan Area","Pike","OH"
"$ 113.43","NonMetropolitan Area","Preble","OH"
"$ 113.43","NonMetropolitan Area","Putnam","OH"
"$ 113.43","NonMetropolitan Area","Ross","OH"
"$ 113.43","NonMetropolitan Area","Sandusky","OH"
"$ 113.43","NonMetropolitan Area","Scioto","OH"
"$ 113.43","NonMetropolitan Area","Seneca","OH"
"$ 113.43","NonMetropolitan Area","Shelby","OH"
"$ 113.43","NonMetropolitan Area","Tuscarawas","OH"
"$ 113.43","NonMetropolitan Area","Van","OH"
"$ 113.43","NonMetropolitan Area","Vinton","OH"
"$ 113.43","NonMetropolitan Area","Washington","OH"
"$ 113.43","NonMetropolitan Area","Wayne","OH"
"$ 113.43","NonMetropolitan Area","Williams","OH"
"$ 113.43","NonMetropolitan Area","Wyandot","OH"
"$ 113.46","Houma-Thibodaux, LA (Metropolitan Statistical Area)","Lafourche","LA"
"$ 113.46","Houma-Thibodaux, LA (Metropolitan Statistical Area)","Terrebonne","LA"
"$ 113.46","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","Cochise","AZ"
"$ 113.51","Tuscaloosa, AL (Metropolitan Statistical Area)","Greene","AL"
"$ 113.51","Tuscaloosa, AL (Metropolitan Statistical Area)","Hale","AL"
"$ 113.51","Tuscaloosa, AL (Metropolitan Statistical Area)","Pickens","AL"
"$ 113.51","Tuscaloosa, AL (Metropolitan Statistical Area)","Tuscaloosa","AL"
"$ 113.58","Fort Smith, AR-OK (Metropolitan Statistical Area)","Crawford","AR"
"$ 113.58","Fort Smith, AR-OK (Metropolitan Statistical Area)","Franklin","AR"
"$ 113.58","Fort Smith, AR-OK (Metropolitan Statistical Area)","Sebastian","AR"
"$ 113.58","Fort Smith, AR-OK (Metropolitan Statistical Area)","Sequoyah","OK"
"$ 113.62","Cleveland, TN (Metropolitan Statistical Area)","Bradley","TN"
"$ 113.62","Cleveland, TN (Metropolitan Statistical Area)","Polk","TN"
"$ 113.64","Joplin, MO (Metropolitan Statistical Area)","Jasper","MO"
"$ 113.64","Joplin, MO (Metropolitan Statistical Area)","Newton","MO"
"$ 113.72","NonMetropolitan Area","Aitkin","MN"
"$ 113.72","NonMetropolitan Area","Becker","MN"
"$ 113.72","NonMetropolitan Area","Beltrami","MN"
"$ 113.72","NonMetropolitan Area","Big","MN"
"$ 113.72","NonMetropolitan Area","Brown","MN"
"$ 113.72","NonMetropolitan Area","Cass","MN"
"$ 113.72","NonMetropolitan Area","Chippewa","MN"
"$ 113.72","NonMetropolitan Area","Clearwater","MN"
"$ 113.72","NonMetropolitan Area","Cook","MN"
"$ 113.72","NonMetropolitan Area","Cottonwood","MN"
"$ 113.72","NonMetropolitan Area","Crow","MN"
"$ 113.72","NonMetropolitan Area","Douglas","MN"
"$ 113.72","NonMetropolitan Area","Faribault","MN"
"$ 113.72","NonMetropolitan Area","Freeborn","MN"
"$ 113.72","NonMetropolitan Area","Goodhue","MN"
"$ 113.72","NonMetropolitan Area","Grant","MN"
"$ 113.72","NonMetropolitan Area","Hubbard","MN"
"$ 113.72","NonMetropolitan Area","Itasca","MN"
"$ 113.72","NonMetropolitan Area","Jackson","MN"
"$ 113.72","NonMetropolitan Area","Kanabec","MN"
"$ 113.72","NonMetropolitan Area","Kandiyohi","MN"
"$ 113.72","NonMetropolitan Area","Kittson","MN"
"$ 113.72","NonMetropolitan Area","Koochiching","MN"
"$ 113.72","NonMetropolitan Area","Lac","MN"
"$ 113.72","NonMetropolitan Area","Lake","MN"
"$ 113.72","NonMetropolitan Area","Lincoln","MN"
"$ 113.72","NonMetropolitan Area","Lyon","MN"
"$ 113.72","NonMetropolitan Area","McLeod","MN"
"$ 113.72","NonMetropolitan Area","Mahnomen","MN"
"$ 113.72","NonMetropolitan Area","Marshall","MN"
"$ 113.72","NonMetropolitan Area","Martin","MN"
"$ 113.72","NonMetropolitan Area","Meeker","MN"
"$ 113.72","NonMetropolitan Area","Morrison","MN"
"$ 113.72","NonMetropolitan Area","Mower","MN"
"$ 113.72","NonMetropolitan Area","Murray","MN"
"$ 113.72","NonMetropolitan Area","Nobles","MN"
"$ 113.72","NonMetropolitan Area","Norman","MN"
"$ 113.72","NonMetropolitan Area","Otter","MN"
"$ 113.72","NonMetropolitan Area","Pennington","MN"
"$ 113.72","NonMetropolitan Area","Pine","MN"
"$ 113.72","NonMetropolitan Area","Pipestone","MN"
"$ 113.72","NonMetropolitan Area","Pope","MN"
"$ 113.72","NonMetropolitan Area","Red","MN"
"$ 113.72","NonMetropolitan Area","Redwood","MN"
"$ 113.72","NonMetropolitan Area","Renville","MN"
"$ 113.72","NonMetropolitan Area","Rice","MN"
"$ 113.72","NonMetropolitan Area","Rock","MN"
"$ 113.72","NonMetropolitan Area","Roseau","MN"
"$ 113.72","NonMetropolitan Area","Sibley","MN"
"$ 113.72","NonMetropolitan Area","Steele","MN"
"$ 113.72","NonMetropolitan Area","Stevens","MN"
"$ 113.72","NonMetropolitan Area","Swift","MN"
"$ 113.72","NonMetropolitan Area","Todd","MN"
"$ 113.72","NonMetropolitan Area","Traverse","MN"
"$ 113.72","NonMetropolitan Area","Wadena","MN"
"$ 113.72","NonMetropolitan Area","Waseca","MN"
"$ 113.72","NonMetropolitan Area","Watonwan","MN"
"$ 113.72","NonMetropolitan Area","Wilkin","MN"
"$ 113.72","NonMetropolitan Area","Winona","MN"
"$ 113.72","NonMetropolitan Area","Yellow","MN"
"$ 113.73","Dubuque, IA (Metropolitan Statistical Area)","Dubuque","IA"
"$ 113.76","NonMetropolitan Area","Alleghany","NC"
"$ 113.76","NonMetropolitan Area","Ashe","NC"
"$ 113.76","NonMetropolitan Area","Avery","NC"
"$ 113.76","NonMetropolitan Area","Beaufort","NC"
"$ 113.76","NonMetropolitan Area","Bertie","NC"
"$ 113.76","NonMetropolitan Area","Bladen","NC"
"$ 113.76","NonMetropolitan Area","Carteret","NC"
"$ 113.76","NonMetropolitan Area","Caswell","NC"
"$ 113.76","NonMetropolitan Area","Cherokee","NC"
"$ 113.76","NonMetropolitan Area","Chowan","NC"
"$ 113.76","NonMetropolitan Area","Clay","NC"
"$ 113.76","NonMetropolitan Area","Cleveland","NC"
"$ 113.76","NonMetropolitan Area","Columbus","NC"
"$ 113.76","NonMetropolitan Area","Dare","NC"
"$ 113.76","NonMetropolitan Area","Duplin","NC"
"$ 113.76","NonMetropolitan Area","Graham","NC"
"$ 113.76","NonMetropolitan Area","Greene","NC"
"$ 113.76","NonMetropolitan Area","Halifax","NC"
"$ 113.76","NonMetropolitan Area","Hertford","NC"
"$ 113.76","NonMetropolitan Area","Hyde","NC"
"$ 113.76","NonMetropolitan Area","Jackson","NC"
"$ 113.76","NonMetropolitan Area","Lee","NC"
"$ 113.76","NonMetropolitan Area","Lenoir","NC"
"$ 113.76","NonMetropolitan Area","McDowell","NC"
"$ 113.76","NonMetropolitan Area","Macon","NC"
"$ 113.76","NonMetropolitan Area","Martin","NC"
"$ 113.76","NonMetropolitan Area","Mitchell","NC"
"$ 113.76","NonMetropolitan Area","Montgomery","NC"
"$ 113.76","NonMetropolitan Area","Moore","NC"
"$ 113.76","NonMetropolitan Area","Northampton","NC"
"$ 113.76","NonMetropolitan Area","Pasquotank","NC"
"$ 113.76","NonMetropolitan Area","Perquimans","NC"
"$ 113.76","NonMetropolitan Area","Polk","NC"
"$ 113.76","NonMetropolitan Area","Richmond","NC"
"$ 113.76","NonMetropolitan Area","Robeson","NC"
"$ 113.76","NonMetropolitan Area","Rutherford","NC"
"$ 113.76","NonMetropolitan Area","Sampson","NC"
"$ 113.76","NonMetropolitan Area","Scotland","NC"
"$ 113.76","NonMetropolitan Area","Stanly","NC"
"$ 113.76","NonMetropolitan Area","Surry","NC"
"$ 113.76","NonMetropolitan Area","Swain","NC"
"$ 113.76","NonMetropolitan Area","Transylvania","NC"
"$ 113.76","NonMetropolitan Area","Tyrrell","NC"
"$ 113.76","NonMetropolitan Area","Vance","NC"
"$ 113.76","NonMetropolitan Area","Warren","NC"
"$ 113.76","NonMetropolitan Area","Washington","NC"
"$ 113.76","NonMetropolitan Area","Watauga","NC"
"$ 113.76","NonMetropolitan Area","Wilkes","NC"
"$ 113.76","NonMetropolitan Area","Wilson","NC"
"$ 113.76","NonMetropolitan Area","Yancey","NC"
"$ 113.79","Pine Bluff, AR (Metropolitan Statistical Area)","Cleveland","AR"
"$ 113.79","Pine Bluff, AR (Metropolitan Statistical Area)","Jefferson","AR"
"$ 113.79","Pine Bluff, AR (Metropolitan Statistical Area)","Lincoln","AR"
"$ 113.81","Elkhart-Goshen, IN (Metropolitan Statistical Area)","Elkhart","IN"
"$ 113.81","NonMetropolitan Area","Adams","NE"
"$ 113.81","NonMetropolitan Area","Antelope","NE"
"$ 113.81","NonMetropolitan Area","Arthur","NE"
