"$100 Value","MSA","County","State"
"$ 114.12","NonMetropolitan Area","Jefferson","GA"
"$ 114.12","NonMetropolitan Area","Jenkins","GA"
"$ 114.12","NonMetropolitan Area","Johnson","GA"
"$ 114.12","NonMetropolitan Area","Laurens","GA"
"$ 114.12","NonMetropolitan Area","Lumpkin","GA"
"$ 114.12","NonMetropolitan Area","Macon","GA"
"$ 114.12","NonMetropolitan Area","Miller","GA"
"$ 114.12","NonMetropolitan Area","Mitchell","GA"
"$ 114.12","NonMetropolitan Area","Montgomery","GA"
"$ 114.12","NonMetropolitan Area","Pierce","GA"
"$ 114.12","NonMetropolitan Area","Polk","GA"
"$ 114.12","NonMetropolitan Area","Pulaski","GA"
"$ 114.12","NonMetropolitan Area","Putnam","GA"
"$ 114.12","NonMetropolitan Area","Quitman","GA"
"$ 114.12","NonMetropolitan Area","Rabun","GA"
"$ 114.12","NonMetropolitan Area","Randolph","GA"
"$ 114.12","NonMetropolitan Area","Schley","GA"
"$ 114.12","NonMetropolitan Area","Screven","GA"
"$ 114.12","NonMetropolitan Area","Seminole","GA"
"$ 114.12","NonMetropolitan Area","Stephens","GA"
"$ 114.12","NonMetropolitan Area","Sumter","GA"
"$ 114.12","NonMetropolitan Area","Taliaferro","GA"
"$ 114.12","NonMetropolitan Area","Tattnall","GA"
"$ 114.12","NonMetropolitan Area","Taylor","GA"
"$ 114.12","NonMetropolitan Area","Telfair","GA"
"$ 114.12","NonMetropolitan Area","Thomas","GA"
"$ 114.12","NonMetropolitan Area","Tift","GA"
"$ 114.12","NonMetropolitan Area","Toombs","GA"
"$ 114.12","NonMetropolitan Area","Towns","GA"
"$ 114.12","NonMetropolitan Area","Treutlen","GA"
"$ 114.12","NonMetropolitan Area","Troup","GA"
"$ 114.12","NonMetropolitan Area","Turner","GA"
"$ 114.12","NonMetropolitan Area","Union","GA"
"$ 114.12","NonMetropolitan Area","Upson","GA"
"$ 114.12","NonMetropolitan Area","Ware","GA"
"$ 114.12","NonMetropolitan Area","Warren","GA"
"$ 114.12","NonMetropolitan Area","Washington","GA"
"$ 114.12","NonMetropolitan Area","Wayne","GA"
"$ 114.12","NonMetropolitan Area","Webster","GA"
"$ 114.12","NonMetropolitan Area","Wheeler","GA"
"$ 114.12","NonMetropolitan Area","White","GA"
"$ 114.12","NonMetropolitan Area","Wilcox","GA"
"$ 114.12","NonMetropolitan Area","Wilkes","GA"
"$ 114.12","NonMetropolitan Area","Wilkinson","GA"
"$ 114.29","Enid, OK (Metropolitan Statistical Area)","Garfield","OK"
"$ 114.31","Lawton, OK (Metropolitan Statistical Area)","Comanche","OK"
"$ 114.31","Lawton, OK (Metropolitan Statistical Area)","Cotton","OK"
"$ 114.32","St. Cloud, MN (Metropolitan Statistical Area)","Benton","MN"
"$ 114.32","St. Cloud, MN (Metropolitan Statistical Area)","Stearns","MN"
"$ 114.38","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","Hardin","KY"
"$ 114.38","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","Larue","KY"
"$ 114.38","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","Meade","KY"
"$ 114.41","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)","Mahoning","OH"
"$ 114.41","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)","Trumbull","OH"
"$ 114.41","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)","Mercer","PA"
"$ 114.41","Macon-Bibb County, GA (Metropolitan Statistical Area)","Bibb","GA"
"$ 114.41","Macon-Bibb County, GA (Metropolitan Statistical Area)","Crawford","GA"
"$ 114.41","Macon-Bibb County, GA (Metropolitan Statistical Area)","Jones","GA"
"$ 114.41","Macon-Bibb County, GA (Metropolitan Statistical Area)","Monroe","GA"
"$ 114.41","Macon-Bibb County, GA (Metropolitan Statistical Area)","Twiggs","GA"
"$ 114.43","Terre Haute, IN (Metropolitan Statistical Area)","Clay","IN"
"$ 114.43","Terre Haute, IN (Metropolitan Statistical Area)","Parke","IN"
"$ 114.43","Terre Haute, IN (Metropolitan Statistical Area)","Sullivan","IN"
"$ 114.43","Terre Haute, IN (Metropolitan Statistical Area)","Vermillion","IN"
"$ 114.43","Terre Haute, IN (Metropolitan Statistical Area)","Vigo","IN"
"$ 114.44","Owensboro, KY (Metropolitan Statistical Area)","Daviess","KY"
"$ 114.44","Owensboro, KY (Metropolitan Statistical Area)","Hancock","KY"
"$ 114.44","Owensboro, KY (Metropolitan Statistical Area)","McLean","KY"
"$ 114.46","NonMetropolitan Area","Aurora","SD"
"$ 114.46","NonMetropolitan Area","Beadle","SD"
"$ 114.46","NonMetropolitan Area","Bennett","SD"
"$ 114.46","NonMetropolitan Area","Bon","SD"
"$ 114.46","NonMetropolitan Area","Brookings","SD"
"$ 114.46","NonMetropolitan Area","Brown","SD"
"$ 114.46","NonMetropolitan Area","Brule","SD"
"$ 114.46","NonMetropolitan Area","Buffalo","SD"
"$ 114.46","NonMetropolitan Area","Butte","SD"
"$ 114.46","NonMetropolitan Area","Campbell","SD"
"$ 114.46","NonMetropolitan Area","Charles","SD"
"$ 114.46","NonMetropolitan Area","Clark","SD"
"$ 114.46","NonMetropolitan Area","Clay","SD"
"$ 114.46","NonMetropolitan Area","Codington","SD"
"$ 114.46","NonMetropolitan Area","Corson","SD"
"$ 114.46","NonMetropolitan Area","Custer","SD"
"$ 114.46","NonMetropolitan Area","Davison","SD"
"$ 114.46","NonMetropolitan Area","Day","SD"
"$ 114.46","NonMetropolitan Area","Deuel","SD"
"$ 114.46","NonMetropolitan Area","Dewey","SD"
"$ 114.46","NonMetropolitan Area","Douglas","SD"
"$ 114.46","NonMetropolitan Area","Edmunds","SD"
"$ 114.46","NonMetropolitan Area","Fall","SD"
"$ 114.46","NonMetropolitan Area","Faulk","SD"
"$ 114.46","NonMetropolitan Area","Grant","SD"
"$ 114.46","NonMetropolitan Area","Gregory","SD"
"$ 114.46","NonMetropolitan Area","Haakon","SD"
"$ 114.46","NonMetropolitan Area","Hamlin","SD"
"$ 114.46","NonMetropolitan Area","Hand","SD"
"$ 114.46","NonMetropolitan Area","Hanson","SD"
"$ 114.46","NonMetropolitan Area","Harding","SD"
"$ 114.46","NonMetropolitan Area","Hughes","SD"
"$ 114.46","NonMetropolitan Area","Hutchinson","SD"
"$ 114.46","NonMetropolitan Area","Hyde","SD"
"$ 114.46","NonMetropolitan Area","Jackson","SD"
"$ 114.46","NonMetropolitan Area","Jerauld","SD"
"$ 114.46","NonMetropolitan Area","Jones","SD"
"$ 114.46","NonMetropolitan Area","Kingsbury","SD"
"$ 114.46","NonMetropolitan Area","Lake","SD"
"$ 114.46","NonMetropolitan Area","Lawrence","SD"
"$ 114.46","NonMetropolitan Area","Lyman","SD"
"$ 114.46","NonMetropolitan Area","McPherson","SD"
"$ 114.46","NonMetropolitan Area","Marshall","SD"
"$ 114.46","NonMetropolitan Area","Mellette","SD"
"$ 114.46","NonMetropolitan Area","Miner","SD"
"$ 114.46","NonMetropolitan Area","Moody","SD"
"$ 114.46","NonMetropolitan Area","Oglala","SD"
"$ 114.46","NonMetropolitan Area","Perkins","SD"
"$ 114.46","NonMetropolitan Area","Potter","SD"
"$ 114.46","NonMetropolitan Area","Roberts","SD"
"$ 114.46","NonMetropolitan Area","Sanborn","SD"
"$ 114.46","NonMetropolitan Area","Shannon","SD"
"$ 114.46","NonMetropolitan Area","Spink","SD"
"$ 114.46","NonMetropolitan Area","Stanley","SD"
"$ 114.46","NonMetropolitan Area","Sully","SD"
"$ 114.46","NonMetropolitan Area","Todd","SD"
"$ 114.46","NonMetropolitan Area","Tripp","SD"
"$ 114.46","NonMetropolitan Area","Walworth","SD"
"$ 114.46","NonMetropolitan Area","Yankton","SD"
"$ 114.46","NonMetropolitan Area","Ziebach","SD"
"$ 114.54","Jonesboro, AR (Metropolitan Statistical Area)","Craighead","AR"
"$ 114.54","Jonesboro, AR (Metropolitan Statistical Area)","Poinsett","AR"
"$ 114.61","Johnson City, TN (Metropolitan Statistical Area)","Carter","TN"
"$ 114.61","Johnson City, TN (Metropolitan Statistical Area)","Unicoi","TN"
"$ 114.61","Johnson City, TN (Metropolitan Statistical Area)","Washington","TN"
"$ 114.71","Great Falls, MT (Metropolitan Statistical Area)","Cascade","MT"
"$ 114.73","Lewiston, ID-WA (Metropolitan Statistical Area)","Nez Perce","ID"
"$ 114.73","Lewiston, ID-WA (Metropolitan Statistical Area)","Asotin","WA"
"$ 114.74","Springfield, OH (Metropolitan Statistical Area)","Clark","OH"
"$ 114.94","NonMetropolitan Area","Barbour","WV"
"$ 114.94","NonMetropolitan Area","Braxton","WV"
"$ 114.94","NonMetropolitan Area","Calhoun","WV"
"$ 114.94","NonMetropolitan Area","Doddridge","WV"
"$ 114.94","NonMetropolitan Area","Gilmer","WV"
"$ 114.94","NonMetropolitan Area","Grant","WV"
"$ 114.94","NonMetropolitan Area","Greenbrier","WV"
"$ 114.94","NonMetropolitan Area","Hardy","WV"
"$ 114.94","NonMetropolitan Area","Harrison","WV"
"$ 114.94","NonMetropolitan Area","Lewis","WV"
"$ 114.94","NonMetropolitan Area","Logan","WV"
"$ 114.94","NonMetropolitan Area","McDowell","WV"
"$ 114.94","NonMetropolitan Area","Marion","WV"
"$ 114.94","NonMetropolitan Area","Mason","WV"
"$ 114.94","NonMetropolitan Area","Mercer","WV"
"$ 114.94","NonMetropolitan Area","Mingo","WV"
"$ 114.94","NonMetropolitan Area","Monroe","WV"
"$ 114.94","NonMetropolitan Area","Nicholas","WV"
"$ 114.94","NonMetropolitan Area","Pendleton","WV"
"$ 114.94","NonMetropolitan Area","Pleasants","WV"
"$ 114.94","NonMetropolitan Area","Pocahontas","WV"
"$ 114.94","NonMetropolitan Area","Randolph","WV"
"$ 114.94","NonMetropolitan Area","Ritchie","WV"
"$ 114.94","NonMetropolitan Area","Roane","WV"
"$ 114.94","NonMetropolitan Area","Summers","WV"
"$ 114.94","NonMetropolitan Area","Taylor","WV"
"$ 114.94","NonMetropolitan Area","Tucker","WV"
"$ 114.94","NonMetropolitan Area","Tyler","WV"
"$ 114.94","NonMetropolitan Area","Upshur","WV"
"$ 114.94","NonMetropolitan Area","Webster","WV"
"$ 114.94","NonMetropolitan Area","Wetzel","WV"
"$ 114.94","NonMetropolitan Area","Wyoming","WV"
"$ 115.01","NonMetropolitan Area","Abbeville","SC"
"$ 115.01","NonMetropolitan Area","Allendale","SC"
"$ 115.01","NonMetropolitan Area","Bamberg","SC"
"$ 115.01","NonMetropolitan Area","Barnwell","SC"
"$ 115.01","NonMetropolitan Area","Cherokee","SC"
"$ 115.01","NonMetropolitan Area","Chesterfield","SC"
"$ 115.01","NonMetropolitan Area","Colleton","SC"
"$ 115.01","NonMetropolitan Area","Dillon","SC"
"$ 115.01","NonMetropolitan Area","Georgetown","SC"
"$ 115.01","NonMetropolitan Area","Greenwood","SC"
"$ 115.01","NonMetropolitan Area","Hampton","SC"
"$ 115.01","NonMetropolitan Area","Lee","SC"
"$ 115.01","NonMetropolitan Area","McCormick","SC"
"$ 115.01","NonMetropolitan Area","Marion","SC"
"$ 115.01","NonMetropolitan Area","Marlboro","SC"
"$ 115.01","NonMetropolitan Area","Newberry","SC"
"$ 115.01","NonMetropolitan Area","Oconee","SC"
"$ 115.01","NonMetropolitan Area","Orangeburg","SC"
"$ 115.01","NonMetropolitan Area","Union","SC"
"$ 115.01","NonMetropolitan Area","Williamsburg","SC"
"$ 115.22","Carbondale-Marion, IL (Metropolitan Statistical Area)","Jackson","IL"
"$ 115.22","Carbondale-Marion, IL (Metropolitan Statistical Area)","Johnson","IL"
"$ 115.22","Carbondale-Marion, IL (Metropolitan Statistical Area)","Williamson","IL"
"$ 115.47","Johnstown, PA (Metropolitan Statistical Area)","Cambria","PA"
"$ 115.49","Sumter, SC (Metropolitan Statistical Area)","Clarendon","SC"
"$ 115.49","Sumter, SC (Metropolitan Statistical Area)","Sumter","SC"
"$ 115.68","NonMetropolitan Area","Allen","KS"
"$ 115.68","NonMetropolitan Area","Anderson","KS"
"$ 115.68","NonMetropolitan Area","Atchison","KS"
"$ 115.68","NonMetropolitan Area","Barber","KS"
"$ 115.68","NonMetropolitan Area","Barton","KS"
"$ 115.68","NonMetropolitan Area","Bourbon","KS"
"$ 115.68","NonMetropolitan Area","Brown","KS"
"$ 115.68","NonMetropolitan Area","Chase","KS"
"$ 115.68","NonMetropolitan Area","Chautauqua","KS"
"$ 115.68","NonMetropolitan Area","Cherokee","KS"
"$ 115.68","NonMetropolitan Area","Cheyenne","KS"
"$ 115.68","NonMetropolitan Area","Clark","KS"
"$ 115.68","NonMetropolitan Area","Clay","KS"
"$ 115.68","NonMetropolitan Area","Cloud","KS"
"$ 115.68","NonMetropolitan Area","Coffey","KS"
"$ 115.68","NonMetropolitan Area","Comanche","KS"
"$ 115.68","NonMetropolitan Area","Cowley","KS"
"$ 115.68","NonMetropolitan Area","Crawford","KS"
"$ 115.68","NonMetropolitan Area","Decatur","KS"
"$ 115.68","NonMetropolitan Area","Dickinson","KS"
"$ 115.68","NonMetropolitan Area","Edwards","KS"
"$ 115.68","NonMetropolitan Area","Elk","KS"
"$ 115.68","NonMetropolitan Area","Ellis","KS"
"$ 115.68","NonMetropolitan Area","Ellsworth","KS"
"$ 115.68","NonMetropolitan Area","Finney","KS"
"$ 115.68","NonMetropolitan Area","Ford","KS"
"$ 115.68","NonMetropolitan Area","Franklin","KS"
"$ 115.68","NonMetropolitan Area","Gove","KS"
"$ 115.68","NonMetropolitan Area","Graham","KS"
"$ 115.68","NonMetropolitan Area","Grant","KS"
"$ 115.68","NonMetropolitan Area","Gray","KS"
"$ 115.68","NonMetropolitan Area","Greeley","KS"
"$ 115.68","NonMetropolitan Area","Greenwood","KS"
"$ 115.68","NonMetropolitan Area","Hamilton","KS"
"$ 115.68","NonMetropolitan Area","Harper","KS"
"$ 115.68","NonMetropolitan Area","Haskell","KS"
"$ 115.68","NonMetropolitan Area","Hodgeman","KS"
"$ 115.68","NonMetropolitan Area","Jewell","KS"
"$ 115.68","NonMetropolitan Area","Kearny","KS"
"$ 115.68","NonMetropolitan Area","Kingman","KS"
"$ 115.68","NonMetropolitan Area","Kiowa","KS"
"$ 115.68","NonMetropolitan Area","Labette","KS"
"$ 115.68","NonMetropolitan Area","Lane","KS"
"$ 115.68","NonMetropolitan Area","Lincoln","KS"
"$ 115.68","NonMetropolitan Area","Logan","KS"
"$ 115.68","NonMetropolitan Area","Lyon","KS"
"$ 115.68","NonMetropolitan Area","McPherson","KS"
"$ 115.68","NonMetropolitan Area","Marion","KS"
"$ 115.68","NonMetropolitan Area","Marshall","KS"
"$ 115.68","NonMetropolitan Area","Meade","KS"
"$ 115.68","NonMetropolitan Area","Mitchell","KS"
"$ 115.68","NonMetropolitan Area","Montgomery","KS"
"$ 115.68","NonMetropolitan Area","Morris","KS"
"$ 115.68","NonMetropolitan Area","Morton","KS"
"$ 115.68","NonMetropolitan Area","Nemaha","KS"
"$ 115.68","NonMetropolitan Area","Neosho","KS"
"$ 115.68","NonMetropolitan Area","Ness","KS"
"$ 115.68","NonMetropolitan Area","Norton","KS"
"$ 115.68","NonMetropolitan Area","Osborne","KS"
"$ 115.68","NonMetropolitan Area","Ottawa","KS"
"$ 115.68","NonMetropolitan Area","Pawnee","KS"
"$ 115.68","NonMetropolitan Area","Phillips","KS"
"$ 115.68","NonMetropolitan Area","Pratt","KS"
"$ 115.68","NonMetropolitan Area","Rawlins","KS"
"$ 115.68","NonMetropolitan Area","Reno","KS"
"$ 115.68","NonMetropolitan Area","Republic","KS"
"$ 115.68","NonMetropolitan Area","Rice","KS"
"$ 115.68","NonMetropolitan Area","Rooks","KS"
"$ 115.68","NonMetropolitan Area","Rush","KS"
"$ 115.68","NonMetropolitan Area","Russell","KS"
"$ 115.68","NonMetropolitan Area","Saline","KS"
"$ 115.68","NonMetropolitan Area","Scott","KS"
"$ 115.68","NonMetropolitan Area","Seward","KS"
"$ 115.68","NonMetropolitan Area","Sheridan","KS"
"$ 115.68","NonMetropolitan Area","Sherman","KS"
"$ 115.68","NonMetropolitan Area","Smith","KS"
"$ 115.68","NonMetropolitan Area","Stafford","KS"
"$ 115.68","NonMetropolitan Area","Stanton","KS"
"$ 115.68","NonMetropolitan Area","Stevens","KS"
"$ 115.68","NonMetropolitan Area","Thomas","KS"
"$ 115.68","NonMetropolitan Area","Trego","KS"
"$ 115.68","NonMetropolitan Area","Wallace","KS"
"$ 115.68","NonMetropolitan Area","Washington","KS"
"$ 115.68","NonMetropolitan Area","Wichita","KS"
"$ 115.68","NonMetropolitan Area","Wilson","KS"
"$ 115.68","NonMetropolitan Area","Woodson","KS"
"$ 115.73","Monroe, LA (Metropolitan Statistical Area)","Morehouse","LA"
"$ 115.73","Monroe, LA (Metropolitan Statistical Area)","Ouachita","LA"
"$ 115.73","Monroe, LA (Metropolitan Statistical Area)","Union","LA"
"$ 115.94","Decatur, AL (Metropolitan Statistical Area)","Lawrence","AL"
"$ 115.94","Decatur, AL (Metropolitan Statistical Area)","Morgan","AL"
"$ 116.01","Dothan, AL (Metropolitan Statistical Area)","Geneva","AL"
"$ 116.01","Dothan, AL (Metropolitan Statistical Area)","Henry","AL"
"$ 116.01","Dothan, AL (Metropolitan Statistical Area)","Houston","AL"
"$ 116.09","Las Cruces, NM (Metropolitan Statistical Area)","Doña Ana","NM"
"$ 116.10","NonMetropolitan Area","Allen","LA"
"$ 116.10","NonMetropolitan Area","Avoyelles","LA"
"$ 116.10","NonMetropolitan Area","Beauregard","LA"
"$ 116.10","NonMetropolitan Area","Bienville","LA"
"$ 116.10","NonMetropolitan Area","Caldwell","LA"
"$ 116.10","NonMetropolitan Area","Catahoula","LA"
"$ 116.10","NonMetropolitan Area","Claiborne","LA"
"$ 116.10","NonMetropolitan Area","Concordia","LA"
"$ 116.10","NonMetropolitan Area","East","LA"
"$ 116.10","NonMetropolitan Area","Evangeline","LA"
"$ 116.10","NonMetropolitan Area","Franklin","LA"
"$ 116.10","NonMetropolitan Area","Jackson","LA"
"$ 116.10","NonMetropolitan Area","Jefferson","LA"
"$ 116.10","NonMetropolitan Area","La","LA"
"$ 116.10","NonMetropolitan Area","Lincoln","LA"
"$ 116.10","NonMetropolitan Area","Madison","LA"
"$ 116.10","NonMetropolitan Area","Natchitoches","LA"
"$ 116.10","NonMetropolitan Area","Red","LA"
"$ 116.10","NonMetropolitan Area","Richland","LA"
"$ 116.10","NonMetropolitan Area","Sabine","LA"
"$ 116.10","NonMetropolitan Area","St.","LA"
"$ 116.10","NonMetropolitan Area","St.","LA"
"$ 116.10","NonMetropolitan Area","Tensas","LA"
"$ 116.10","NonMetropolitan Area","Vernon","LA"
"$ 116.10","NonMetropolitan Area","Washington","LA"
"$ 116.10","NonMetropolitan Area","Webster","LA"
"$ 116.10","NonMetropolitan Area","West","LA"
"$ 116.10","NonMetropolitan Area","Winn","LA"
"$ 116.44","Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)","Hawkins","TN"
"$ 116.44","Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)","Sullivan","TN"
"$ 116.44","Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)","Scott","VA"
"$ 116.44","Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)","Washington + Bristol","VA"
"$ 116.46","NonMetropolitan Area","Catron","NM"
"$ 116.46","NonMetropolitan Area","Chaves","NM"
"$ 116.46","NonMetropolitan Area","Cibola","NM"
"$ 116.46","NonMetropolitan Area","Colfax","NM"
"$ 116.46","NonMetropolitan Area","Curry","NM"
"$ 116.46","NonMetropolitan Area","De","NM"
"$ 116.46","NonMetropolitan Area","Eddy","NM"
"$ 116.46","NonMetropolitan Area","Grant","NM"
"$ 116.46","NonMetropolitan Area","Guadalupe","NM"
"$ 116.46","NonMetropolitan Area","Harding","NM"
"$ 116.46","NonMetropolitan Area","Hidalgo","NM"
"$ 116.46","NonMetropolitan Area","Lea","NM"
"$ 116.46","NonMetropolitan Area","Lincoln","NM"
"$ 116.46","NonMetropolitan Area","Los","NM"
"$ 116.46","NonMetropolitan Area","Luna","NM"
"$ 116.46","NonMetropolitan Area","McKinley","NM"
"$ 116.46","NonMetropolitan Area","Mora","NM"
"$ 116.46","NonMetropolitan Area","Otero","NM"
"$ 116.46","NonMetropolitan Area","Quay","NM"
"$ 116.46","NonMetropolitan Area","Rio","NM"
"$ 116.46","NonMetropolitan Area","Roosevelt","NM"
"$ 116.46","NonMetropolitan Area","San","NM"
"$ 116.46","NonMetropolitan Area","Sierra","NM"
"$ 116.46","NonMetropolitan Area","Socorro","NM"
"$ 116.46","NonMetropolitan Area","Taos","NM"
"$ 116.46","NonMetropolitan Area","Union","NM"
"$ 116.55","NonMetropolitan Area","Adair","OK"
"$ 116.55","NonMetropolitan Area","Alfalfa","OK"
"$ 116.55","NonMetropolitan Area","Atoka","OK"
"$ 116.55","NonMetropolitan Area","Beaver","OK"
"$ 116.55","NonMetropolitan Area","Beckham","OK"
"$ 116.55","NonMetropolitan Area","Blaine","OK"
"$ 116.55","NonMetropolitan Area","Bryan","OK"
"$ 116.55","NonMetropolitan Area","Caddo","OK"
"$ 116.55","NonMetropolitan Area","Carter","OK"
"$ 116.55","NonMetropolitan Area","Cherokee","OK"
"$ 116.55","NonMetropolitan Area","Choctaw","OK"
"$ 116.55","NonMetropolitan Area","Cimarron","OK"
"$ 116.55","NonMetropolitan Area","Coal","OK"
"$ 116.55","NonMetropolitan Area","Craig","OK"
"$ 116.55","NonMetropolitan Area","Custer","OK"
"$ 116.55","NonMetropolitan Area","Delaware","OK"
"$ 116.55","NonMetropolitan Area","Dewey","OK"
"$ 116.55","NonMetropolitan Area","Ellis","OK"
"$ 116.55","NonMetropolitan Area","Garvin","OK"
"$ 116.55","NonMetropolitan Area","Grant","OK"
"$ 116.55","NonMetropolitan Area","Greer","OK"
"$ 116.55","NonMetropolitan Area","Harmon","OK"
"$ 116.55","NonMetropolitan Area","Harper","OK"
"$ 116.55","NonMetropolitan Area","Haskell","OK"
"$ 116.55","NonMetropolitan Area","Hughes","OK"
"$ 116.55","NonMetropolitan Area","Jackson","OK"
"$ 116.55","NonMetropolitan Area","Jefferson","OK"
"$ 116.55","NonMetropolitan Area","Johnston","OK"
"$ 116.55","NonMetropolitan Area","Kay","OK"
"$ 116.55","NonMetropolitan Area","Kingfisher","OK"
"$ 116.55","NonMetropolitan Area","Kiowa","OK"
"$ 116.55","NonMetropolitan Area","Latimer","OK"
"$ 116.55","NonMetropolitan Area","Le","OK"
"$ 116.55","NonMetropolitan Area","Love","OK"
"$ 116.55","NonMetropolitan Area","McCurtain","OK"
"$ 116.55","NonMetropolitan Area","McIntosh","OK"
"$ 116.55","NonMetropolitan Area","Major","OK"
"$ 116.55","NonMetropolitan Area","Marshall","OK"
"$ 116.55","NonMetropolitan Area","Mayes","OK"
"$ 116.55","NonMetropolitan Area","Murray","OK"
"$ 116.55","NonMetropolitan Area","Muskogee","OK"
"$ 116.55","NonMetropolitan Area","Noble","OK"
"$ 116.55","NonMetropolitan Area","Nowata","OK"
"$ 116.55","NonMetropolitan Area","Okfuskee","OK"
"$ 116.55","NonMetropolitan Area","Ottawa","OK"
"$ 116.55","NonMetropolitan Area","Payne","OK"
"$ 116.55","NonMetropolitan Area","Pittsburg","OK"
"$ 116.55","NonMetropolitan Area","Pontotoc","OK"
"$ 116.55","NonMetropolitan Area","Pottawatomie","OK"
"$ 116.55","NonMetropolitan Area","Pushmataha","OK"
"$ 116.55","NonMetropolitan Area","Roger","OK"
"$ 116.55","NonMetropolitan Area","Seminole","OK"
"$ 116.55","NonMetropolitan Area","Stephens","OK"
"$ 116.55","NonMetropolitan Area","Texas","OK"
"$ 116.55","NonMetropolitan Area","Tillman","OK"
"$ 116.55","NonMetropolitan Area","Washington","OK"
"$ 116.55","NonMetropolitan Area","Washita","OK"
"$ 116.55","NonMetropolitan Area","Woods","OK"
"$ 116.55","NonMetropolitan Area","Woodward","OK"
"$ 116.56","NonMetropolitan Area","Adair","IA"
"$ 116.56","NonMetropolitan Area","Adams","IA"
"$ 116.56","NonMetropolitan Area","Allamakee","IA"
"$ 116.56","NonMetropolitan Area","Appanoose","IA"
"$ 116.56","NonMetropolitan Area","Audubon","IA"
"$ 116.56","NonMetropolitan Area","Buchanan","IA"
"$ 116.56","NonMetropolitan Area","Buena","IA"
"$ 116.56","NonMetropolitan Area","Butler","IA"
"$ 116.56","NonMetropolitan Area","Calhoun","IA"
"$ 116.56","NonMetropolitan Area","Carroll","IA"
"$ 116.56","NonMetropolitan Area","Cass","IA"
"$ 116.56","NonMetropolitan Area","Cedar","IA"
"$ 116.56","NonMetropolitan Area","Cerro","IA"
"$ 116.56","NonMetropolitan Area","Cherokee","IA"
"$ 116.56","NonMetropolitan Area","Chickasaw","IA"
"$ 116.56","NonMetropolitan Area","Clarke","IA"
"$ 116.56","NonMetropolitan Area","Clay","IA"
"$ 116.56","NonMetropolitan Area","Clayton","IA"
"$ 116.56","NonMetropolitan Area","Clinton","IA"
"$ 116.56","NonMetropolitan Area","Crawford","IA"
"$ 116.56","NonMetropolitan Area","Davis","IA"
"$ 116.56","NonMetropolitan Area","Decatur","IA"
"$ 116.56","NonMetropolitan Area","Delaware","IA"
"$ 116.56","NonMetropolitan Area","Des","IA"
"$ 116.56","NonMetropolitan Area","Dickinson","IA"
"$ 116.56","NonMetropolitan Area","Emmet","IA"
"$ 116.56","NonMetropolitan Area","Fayette","IA"
"$ 116.56","NonMetropolitan Area","Floyd","IA"
"$ 116.56","NonMetropolitan Area","Franklin","IA"
"$ 116.56","NonMetropolitan Area","Fremont","IA"
"$ 116.56","NonMetropolitan Area","Greene","IA"
"$ 116.56","NonMetropolitan Area","Hamilton","IA"
"$ 116.56","NonMetropolitan Area","Hancock","IA"
"$ 116.56","NonMetropolitan Area","Hardin","IA"
"$ 116.56","NonMetropolitan Area","Henry","IA"
"$ 116.56","NonMetropolitan Area","Howard","IA"
"$ 116.56","NonMetropolitan Area","Humboldt","IA"
"$ 116.56","NonMetropolitan Area","Ida","IA"
"$ 116.56","NonMetropolitan Area","Iowa","IA"
"$ 116.56","NonMetropolitan Area","Jackson","IA"
"$ 116.56","NonMetropolitan Area","Jefferson","IA"
"$ 116.56","NonMetropolitan Area","Keokuk","IA"
"$ 116.56","NonMetropolitan Area","Kossuth","IA"
"$ 116.56","NonMetropolitan Area","Lee","IA"
"$ 116.56","NonMetropolitan Area","Louisa","IA"
"$ 116.56","NonMetropolitan Area","Lucas","IA"
"$ 116.56","NonMetropolitan Area","Lyon","IA"
"$ 116.56","NonMetropolitan Area","Mahaska","IA"
"$ 116.56","NonMetropolitan Area","Marion","IA"
"$ 116.56","NonMetropolitan Area","Marshall","IA"
"$ 116.56","NonMetropolitan Area","Mitchell","IA"
"$ 116.56","NonMetropolitan Area","Monona","IA"
"$ 116.56","NonMetropolitan Area","Monroe","IA"
"$ 116.56","NonMetropolitan Area","Montgomery","IA"
"$ 116.56","NonMetropolitan Area","Muscatine","IA"
"$ 116.56","NonMetropolitan Area","O'Brien","IA"
"$ 116.56","NonMetropolitan Area","Osceola","IA"
"$ 116.56","NonMetropolitan Area","Page","IA"
"$ 116.56","NonMetropolitan Area","Palo","IA"
"$ 116.56","NonMetropolitan Area","Plymouth","IA"
"$ 116.56","NonMetropolitan Area","Pocahontas","IA"
"$ 116.56","NonMetropolitan Area","Poweshiek","IA"
"$ 116.56","NonMetropolitan Area","Ringgold","IA"
"$ 116.56","NonMetropolitan Area","Sac","IA"
"$ 116.56","NonMetropolitan Area","Shelby","IA"
"$ 116.56","NonMetropolitan Area","Sioux","IA"
